timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-23T11:24:40,17.308,36.969,1022.365
2026-04-23T11:24:56,17.374,36.48,1022.056
2026-04-23T11:25:11,16.926,37.457,1021.772
2026-04-23T11:25:26,16.594,37.945,1022.408
2026-04-23T11:25:42,16.427,37.945,1021.826
2026-04-23T11:25:57,15.374,40.387,1021.588
2026-04-23T11:26:12,15.055,41.852,1021.352
2026-04-23T11:26:28,15.005,42.828,1022.139
2026-04-23T11:26:43,15.843,41.363,1021.696
2026-04-23T11:26:58,16.594,39.898,1021.734
2026-04-23T11:27:14,16.127,39.41,1022.081
2026-04-23T11:27:29,15.793,40.387,1021.589
2026-04-23T11:27:44,16.144,39.898,1022.566
2026-04-23T11:28:00,16.244,38.922,1022.78
2026-04-23T11:28:15,16.594,37.945,1021.959
2026-04-23T11:28:30,17.407,36.48,1021.902
2026-04-23T11:28:45,17.059,36.48,1022.056
2026-04-23T11:29:01,17.275,37.457,1022.068
2026-04-23T11:29:16,16.427,38.434,1021.152
2026-04-23T11:29:31,16.843,38.434,1022.268
2026-04-23T11:29:47,16.827,38.434,1021.783
2026-04-23T11:30:02,16.527,38.922,1021.816
2026-04-23T11:30:17,16.561,38.922,1022.337
2026-04-23T11:30:33,16.677,37.945,1022.137
2026-04-23T11:30:48,16.344,39.41,1021.648
2026-04-23T11:31:03,16.627,38.434,1022.03
2026-04-23T11:31:19,16.277,39.41,1021.729
2026-04-23T11:31:34,16.71,38.434,1021.759
2026-04-23T11:31:49,16.943,37.945,1022.032
2026-04-23T11:32:05,16.81,38.922,1021.972
2026-04-23T11:32:20,17.407,37.457,1021.902
2026-04-23T11:32:35,17.639,35.992,1021.948
2026-04-23T11:32:51,17.969,35.992,1022.43
2026-04-23T11:33:06,18.348,34.527,1022.114
2026-04-23T11:33:21,18.232,35.504,1021.868
2026-04-23T11:33:37,19.037,34.039,1022.462
2026-04-23T11:33:52,19.576,32.086,1022.035
2026-04-23T11:34:07,19.853,31.598,1021.723
2026-04-23T11:34:23,20.39,30.133,1021.512
2026-04-23T11:34:38,20.552,29.645,1021.406
2026-04-23T11:34:53,20.113,30.621,1022.28
2026-04-23T11:35:08,20.048,30.621,1022.367
2026-04-23T11:35:24,20.536,29.645,1021.825
2026-04-23T11:35:39,19.886,30.621,1021.792
2026-04-23T11:35:54,18.84,32.574,1022.041
2026-04-23T11:36:10,18.035,34.527,1021.444
2026-04-23T11:36:25,17.655,35.016,1021.308
2026-04-23T11:36:40,16.66,37.945,1021.427
2026-04-23T11:36:56,16.277,39.41,1021.056
2026-04-23T11:37:11,16.294,38.922,1021.765
2026-04-23T11:37:26,17.076,36.969,1022.092
2026-04-23T11:37:42,17.919,35.992,1022.55
2026-04-23T11:37:57,18.068,35.016,1021.74
2026-04-23T11:38:12,18.216,34.039,1022.283
2026-04-23T11:38:28,17.639,35.504,1021.723
2026-04-23T11:38:43,17.985,35.992,1022.015
2026-04-23T11:38:58,18.643,35.016,1021.619
2026-04-23T11:39:14,19.315,33.062,1022.38
2026-04-23T11:39:29,19.397,32.574,1022.329
2026-04-23T11:39:44,19.658,32.086,1021.983
2026-04-23T11:40:00,18.939,33.551,1022.026
2026-04-23T11:40:15,18.988,33.551,1021.679
2026-04-23T11:40:30,18.446,34.039,1021.649
2026-04-23T11:40:45,16.926,37.457,1023.121
2026-04-23T11:41:01,17.655,37.457,1021.533
2026-04-23T11:41:16,17.721,37.457,1022.35
2026-04-23T11:41:31,17.523,36.48,1022.15
2026-04-23T11:41:47,16.81,38.922,1021.972
2026-04-23T11:42:02,17.208,37.945,1021.701
2026-04-23T11:42:17,17.573,36.969,1022.482
2026-04-23T11:42:33,17.771,35.504,1021.781
2026-04-23T11:42:48,18.183,34.527,1021.987
2026-04-23T11:43:03,17.82,35.504,1022.112
2026-04-23T11:43:19,18.068,35.992,1022.191
2026-04-23T11:43:34,18.611,34.039,1022.001
2026-04-23T11:43:49,18.249,34.527,1022.58
2026-04-23T11:44:05,18.364,34.527,1021.698
2026-04-23T11:44:20,17.837,34.527,1021.922
2026-04-23T11:44:35,17.523,36.48,1023.051
2026-04-23T11:44:51,17.886,35.992,1022.704
2026-04-23T11:45:06,17.291,36.48,1021.429
2026-04-23T11:45:21,17.787,35.504,1021.591
2026-04-23T11:45:37,17.49,36.969,1021.629
2026-04-23T11:45:52,17.192,37.457,1021.891
2026-04-23T11:46:07,17.688,35.992,1021.604
2026-04-23T11:46:22,18.364,35.016,1022.15
2026-04-23T11:46:38,18.545,34.039,1021.183
2026-04-23T11:46:53,17.985,35.504,1021.564
2026-04-23T11:47:08,17.672,36.969,1022.019
2026-04-23T11:47:24,16.793,37.457,1021.712
2026-04-23T11:47:39,16.461,38.434,1022.572
2026-04-23T11:47:54,16.561,38.922,1021.887
2026-04-23T11:48:10,16.494,40.387,1021.969
2026-04-23T11:48:25,16.561,39.898,1021.438
2026-04-23T11:48:40,16.06,40.387,1021.938
2026-04-23T11:48:56,16.394,39.41,1021.53
2026-04-23T11:49:11,16.094,39.898,1021.56
2026-04-23T11:49:26,16.394,39.898,1021.306
2026-04-23T11:49:42,15.843,40.387,1021.472
2026-04-23T11:49:57,15.693,40.875,1021.374
2026-04-23T11:50:12,16.261,39.41,1021.918
2026-04-23T11:50:28,15.91,39.898,1022.064
2026-04-23T11:50:43,15.977,40.387,1021.983
2026-04-23T11:50:58,16.144,40.875,1022.117
2026-04-23T11:51:14,16.644,38.922,1021.841
